"","admission.department","discharge.department","flow"
"557","Chest Oncology Surgery","Chest Oncology Surgery",2
"558","Chest Oncology Surgery","Chest Oncology Surgery",3
"559","Chest Oncology Surgery","Chest Oncology Surgery",1
"560","Gastroenterology","Chest Oncology Surgery",2
"561","Respiratory Medicine","Chest Oncology Surgery",1
"562","Respiratory Medicine","Chest Oncology Surgery",1
"563","Stem Cell Center Cell Therapy Department","Chest Oncology Surgery",1
"564","Stem Cell Center Cell Therapy Department","Chest Oncology Surgery",1
"565","Thoracic Surgery","Chest Oncology Surgery",1
"566","Breast Thyroid Surgery","Comprehensive internal medicine",1
"567","Cardiology","Comprehensive internal medicine",1
"568","Cardiology","Comprehensive internal medicine",1
"569","Cardiology","Comprehensive internal medicine",1
"570","Cardiology","Comprehensive internal medicine",1
"571","Cardiology","Comprehensive internal medicine",1
"572","Cardiology","Comprehensive internal medicine",2
"573","Cardiology","Comprehensive internal medicine",1
"574","Cardiology","Comprehensive internal medicine",1
"575","Cardiology","Comprehensive internal medicine",1
"576","Cardiology","Comprehensive internal medicine",1
"577","Cardiology","Comprehensive internal medicine",1
"578","Comprehensive internal medicine","Comprehensive internal medicine",2
"579","Comprehensive internal medicine","Comprehensive internal medicine",1
"580","Comprehensive internal medicine","Comprehensive internal medicine",1
"581","Comprehensive internal medicine","Comprehensive internal medicine",1
"582","Comprehensive internal medicine","Comprehensive internal medicine",4
"583","Comprehensive internal medicine","Comprehensive internal medicine",4
"584","Comprehensive internal medicine","Comprehensive internal medicine",5
"585","Comprehensive internal medicine","Comprehensive internal medicine",4
"586","Comprehensive internal medicine","Comprehensive internal medicine",11
"587","Comprehensive internal medicine","Comprehensive internal medicine",15
"588","Comprehensive internal medicine","Comprehensive internal medicine",9
"589","Comprehensive internal medicine","Comprehensive internal medicine",8
"590","Comprehensive internal medicine","Comprehensive internal medicine",21
"591","Comprehensive internal medicine","Comprehensive internal medicine",21
"592","Comprehensive internal medicine","Comprehensive internal medicine",33
"593","Comprehensive internal medicine","Comprehensive internal medicine",30
"594","Comprehensive internal medicine","Comprehensive internal medicine",44
"595","Comprehensive internal medicine","Comprehensive internal medicine",41
"596","Comprehensive internal medicine","Comprehensive internal medicine",55
"597","Comprehensive internal medicine","Comprehensive internal medicine",59
"598","Comprehensive internal medicine","Comprehensive internal medicine",69
"599","Comprehensive internal medicine","Comprehensive internal medicine",58
"600","Comprehensive internal medicine","Comprehensive internal medicine",68
"601","Comprehensive internal medicine","Comprehensive internal medicine",69
"602","Comprehensive internal medicine","Comprehensive internal medicine",69
"603","Comprehensive internal medicine","Comprehensive internal medicine",70
"604","Comprehensive internal medicine","Comprehensive internal medicine",70
"605","Comprehensive internal medicine","Comprehensive internal medicine",63
"606","Comprehensive internal medicine","Comprehensive internal medicine",85
"607","Comprehensive internal medicine","Comprehensive internal medicine",85
"608","Comprehensive internal medicine","Comprehensive internal medicine",79
"609","Comprehensive internal medicine","Comprehensive internal medicine",88
"610","Comprehensive internal medicine","Comprehensive internal medicine",75
"611","Comprehensive internal medicine","Comprehensive internal medicine",74
"612","Comprehensive internal medicine","Comprehensive internal medicine",96
"613","Comprehensive internal medicine","Comprehensive internal medicine",72
"614","Comprehensive internal medicine","Comprehensive internal medicine",63
"615","Comprehensive internal medicine","Comprehensive internal medicine",64
"616","Comprehensive internal medicine","Comprehensive internal medicine",60
"617","Comprehensive internal medicine","Comprehensive internal medicine",62
"618","Comprehensive internal medicine","Comprehensive internal medicine",72
"619","Comprehensive internal medicine","Comprehensive internal medicine",66
"620","Comprehensive internal medicine","Comprehensive internal medicine",81
"621","Comprehensive internal medicine","Comprehensive internal medicine",71
"622","Comprehensive internal medicine","Comprehensive internal medicine",54
"623","Comprehensive internal medicine","Comprehensive internal medicine",50
"624","Comprehensive internal medicine","Comprehensive internal medicine",67
"625","Comprehensive internal medicine","Comprehensive internal medicine",78
"626","Comprehensive internal medicine","Comprehensive internal medicine",105
"627","Comprehensive internal medicine","Comprehensive internal medicine",83
"628","Comprehensive internal medicine","Comprehensive internal medicine",125
"629","Comprehensive internal medicine","Comprehensive internal medicine",127
"630","Comprehensive internal medicine","Comprehensive internal medicine",108
"631","Comprehensive internal medicine","Comprehensive internal medicine",132
"632","Comprehensive internal medicine","Comprehensive internal medicine",146
"633","Comprehensive internal medicine","Comprehensive internal medicine",105
"634","Comprehensive internal medicine","Comprehensive internal medicine",75
"635","Comprehensive internal medicine","Comprehensive internal medicine",68
"636","Comprehensive internal medicine","Comprehensive internal medicine",55
"637","Comprehensive internal medicine","Comprehensive internal medicine",50
"638","Comprehensive internal medicine","Comprehensive internal medicine",35
"639","Comprehensive internal medicine","Comprehensive internal medicine",17
"640","Comprehensive internal medicine","Comprehensive internal medicine",8
"641","Comprehensive internal medicine","Comprehensive internal medicine",12
"642","Comprehensive internal medicine","Comprehensive internal medicine",5
"643","Comprehensive internal medicine","Comprehensive internal medicine",4
"644","Comprehensive internal medicine","Comprehensive internal medicine",1
"645","Comprehensive Surgery","Comprehensive internal medicine",1
"646","Comprehensive Surgery","Comprehensive internal medicine",1
"647","Comprehensive Surgery","Comprehensive internal medicine",1
"648","Comprehensive Surgery","Comprehensive internal medicine",1
"649","Comprehensive Surgery","Comprehensive internal medicine",1
"650","Department of Critical Care Medicine","Comprehensive internal medicine",1
"651","Gastroenterology","Comprehensive internal medicine",1
"652","Gastroenterology Surgery","Comprehensive internal medicine",1
"653","Gastroenterology Surgery","Comprehensive internal medicine",1
"654","Haematology","Comprehensive internal medicine",1
"655","Hepatobiliary Surgery","Comprehensive internal medicine",1
"656","Hepatobiliary Surgery","Comprehensive internal medicine",1
"657","Hepatobiliary Surgery","Comprehensive internal medicine",1
"658","Neurology","Comprehensive internal medicine",1
"659","Neurology","Comprehensive internal medicine",1
"660","Neurology","Comprehensive internal medicine",1
"661","Neurology","Comprehensive internal medicine",1
"662","Neurology","Comprehensive internal medicine",1
"663","orthopedics","Comprehensive internal medicine",1
"664","Otolaryngology","Comprehensive internal medicine",1
"665","Pain Department","Comprehensive internal medicine",1
"666","Respiratory Medicine","Comprehensive internal medicine",1
"667","Respiratory Medicine","Comprehensive internal medicine",2
"668","Thoracic Surgery","Comprehensive internal medicine",1
"669","Urology","Comprehensive internal medicine",1
"670","Urology","Comprehensive internal medicine",1
"671","V4 Surgery Comprehensive Ward","Comprehensive internal medicine",1
"672","V4 Surgery Comprehensive Ward","Comprehensive internal medicine",1
"673","Cardiology","Comprehensive Surgery",1
"674","Cardiology","Comprehensive Surgery",1
"675","Cardiology","Comprehensive Surgery",1
"676","Comprehensive internal medicine","Comprehensive Surgery",1
"677","Comprehensive internal medicine","Comprehensive Surgery",1
"678","Comprehensive internal medicine","Comprehensive Surgery",1
"679","Comprehensive internal medicine","Comprehensive Surgery",1
"680","Comprehensive Surgery","Comprehensive Surgery",1
"681","Comprehensive Surgery","Comprehensive Surgery",1
"682","Comprehensive Surgery","Comprehensive Surgery",1
"683","Comprehensive Surgery","Comprehensive Surgery",1
"684","Comprehensive Surgery","Comprehensive Surgery",1
"685","Comprehensive Surgery","Comprehensive Surgery",9
"686","Comprehensive Surgery","Comprehensive Surgery",1
"687","Comprehensive Surgery","Comprehensive Surgery",1
"688","Comprehensive Surgery","Comprehensive Surgery",2
"689","Comprehensive Surgery","Comprehensive Surgery",1
"690","Comprehensive Surgery","Comprehensive Surgery",3
"691","Comprehensive Surgery","Comprehensive Surgery",15
"692","Comprehensive Surgery","Comprehensive Surgery",4
"693","Comprehensive Surgery","Comprehensive Surgery",1
"694","Comprehensive Surgery","Comprehensive Surgery",1
"695","Comprehensive Surgery","Comprehensive Surgery",3
"696","Comprehensive Surgery","Comprehensive Surgery",2
"697","Comprehensive Surgery","Comprehensive Surgery",1
"698","Comprehensive Surgery","Comprehensive Surgery",5
"699","Comprehensive Surgery","Comprehensive Surgery",2
"700","Comprehensive Surgery","Comprehensive Surgery",2
"701","Comprehensive Surgery","Comprehensive Surgery",6
"702","Comprehensive Surgery","Comprehensive Surgery",4
"703","Comprehensive Surgery","Comprehensive Surgery",3
"704","Comprehensive Surgery","Comprehensive Surgery",2
"705","Comprehensive Surgery","Comprehensive Surgery",1
"706","Comprehensive Surgery","Comprehensive Surgery",1
"707","Comprehensive Surgery","Comprehensive Surgery",4
"708","Comprehensive Surgery","Comprehensive Surgery",1
"709","Comprehensive Surgery","Comprehensive Surgery",1
"710","Comprehensive Surgery","Comprehensive Surgery",1
"711","Department of Infectious Diseases","Comprehensive Surgery",1
"712","Department of Infectious Diseases","Comprehensive Surgery",1
"713","Emergency Surgery","Comprehensive Surgery",1
"714","Emergency Surgery","Comprehensive Surgery",1
"715","Gastroenterology","Comprehensive Surgery",1
"716","Gynecology","Comprehensive Surgery",1
"717","Gynecology","Comprehensive Surgery",1
"718","Nephropathy Department","Comprehensive Surgery",1
"719","Plastic Surgery","Comprehensive Surgery",1
"720","Dental department","Dental department",1
"721","Dental department","Dental department",1
"722","Dental department","Dental department",3
"723","Dental department","Dental department",1
"724","Dental department","Dental department",3
"725","Dental department","Dental department",3
"726","Dental department","Dental department",4
"727","Dental department","Dental department",3
"728","Dental department","Dental department",2
"729","Dental department","Dental department",4
"730","Dental department","Dental department",9
"731","Dental department","Dental department",4
"732","Dental department","Dental department",5
"733","Dental department","Dental department",12
"734","Dental department","Dental department",6
"735","Dental department","Dental department",6
"736","Dental department","Dental department",6
"737","Dental department","Dental department",5
"738","Dental department","Dental department",7
"739","Dental department","Dental department",3
"740","Dental department","Dental department",3
"741","Dental department","Dental department",4
"742","Dental department","Dental department",16
"743","Dental department","Dental department",4
"744","Dental department","Dental department",8
"745","Dental department","Dental department",5
"746","Dental department","Dental department",5
"747","Dental department","Dental department",5
"748","Dental department","Dental department",2
"749","Dental department","Dental department",4
"750","Dental department","Dental department",11
"751","Dental department","Dental department",7
"752","Dental department","Dental department",4
"753","Dental department","Dental department",2
"754","Dental department","Dental department",3
"755","Dental department","Dental department",1
"756","Dental department","Dental department",1
"757","Dental department","Dental department",1
"758","Dental department","Dental department",1
"759","Dental department","Dental department",1
"760","Endocrinology Department","Dental department",1
"761","Cardiac Large Vascular Surgery","Department of Critical Care Medicine",1
"762","Cardiology","Department of Critical Care Medicine",1
"763","Cardiology","Department of Critical Care Medicine",1
"764","Cardiology","Department of Critical Care Medicine",1
"765","Cardiology","Department of Critical Care Medicine",1
"766","Cardiology","Department of Critical Care Medicine",1
"767","Cardiology","Department of Critical Care Medicine",1
"768","Cardiology","Department of Critical Care Medicine",1
"769","Cardiology","Department of Critical Care Medicine",1
"770","Comprehensive internal medicine","Department of Critical Care Medicine",1
"771","Comprehensive internal medicine","Department of Critical Care Medicine",1
"772","Comprehensive internal medicine","Department of Critical Care Medicine",1
"773","Comprehensive internal medicine","Department of Critical Care Medicine",1
"774","Comprehensive internal medicine","Department of Critical Care Medicine",2
"775","Comprehensive internal medicine","Department of Critical Care Medicine",1
"776","Comprehensive internal medicine","Department of Critical Care Medicine",1
"777","Comprehensive internal medicine","Department of Critical Care Medicine",1
"778","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"779","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"780","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"781","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"782","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"783","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"784","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"785","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"786","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"787","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"788","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"789","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"790","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"791","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"792","Department of Critical Care Medicine","Department of Critical Care Medicine",4
"793","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"794","Department of Critical Care Medicine","Department of Critical Care Medicine",3
"795","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"796","Department of Critical Care Medicine","Department of Critical Care Medicine",3
"797","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"798","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"799","Department of Critical Care Medicine","Department of Critical Care Medicine",1
"800","Department of Critical Care Medicine","Department of Critical Care Medicine",3
"801","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"802","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"803","Department of Critical Care Medicine","Department of Critical Care Medicine",5
"804","Department of Critical Care Medicine","Department of Critical Care Medicine",2
"805","Department of Critical Care Medicine","Department of Critical Care Medicine",4
